Nisar Ahmed Siddiqui -,Fact Check:  The Truth of a viral video of Dalit student beaten up by a teacher in Rajasthan’s Jalore,An unfortunate incident took place in Surana village of Jalore district of Rajasthan. An 8-year-old Dalit student was mercilessly beaten up by the headmaster...,https://dfrac.org/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-16-at-10.57.12-AM.jpeg,"August 16, 2022",https://dfrac.org/en/2022/08/16/fact-check-the-truth-of-a-viral-video-of-dalit-student-beaten-up-by-a-teacher-in-rajasthans-jalore/,Society Viral,English,Rajasthan,Twitter,no,yes,no,dfrac.org,,,,,,,,,,,,
Ankit Singh -,FACT CHECK: Did BJP Minister Shivraj Singh Chouhan host their party flag during the National Anthem?,A video is getting viral on Society media sites getting a lot of attention of netizens. In the video one can see that the BJP...,https://dfrac.org/wp-content/uploads/2022/08/Dfrac-flags.jpg,"August 13, 2022",https://dfrac.org/en/2022/08/14/fact-check-did-bjp-hosted-their-party-flag-instead-of-tri-color-flag-during-the-national-anthem/,,English,,,,,,dfrac.org,,,,,,,,,,,,
Mobeen Ahmad -,"Fact check: Not Raja Anangpal, but Mughal emperor Shah Jahan had built the Red Fort￼",The discussion of Mughals is always there in Indian Society. Users on Society media sites are claiming that the Red fort in Delhi was built by...,https://dfrac.org/wp-content/uploads/2022/08/delhi-red-fort-flag.jpg,"August 13, 2022",https://dfrac.org/en/2022/08/13/not-raja-anangpal-but-mughal-shah-jahan-had-built-the-red-fort/,,English,,,,,,dfrac.org,,,,,,,,,,,,
Dilshad Noor -,Fact Check: Will you now have to pay 18% GST on rent?,A claim is becoming very viral on Society media. In which it is said that now 18 percent GST will have to be paid...,https://dfrac.org/wp-content/uploads/2022/08/lkl.jpg,"August 13, 2022",https://dfrac.org/en/2022/08/13/fact-check-will-you-now-have-to-pay-18-gst-on-rent-2/,,English,,,,,,dfrac.org,,,,,,,,,,,,
Ananaya Sharma -,Fact Check: Did President Droupadi Murmu banned non-vegetarian food inside Rashtriyaati Bhavan?,"A post in the name of Draupadi Murmu, the recent president of India is going viral on Society media. People on Society media are...",https://dfrac.org/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-13-at-12.12.42-PM.jpeg,"August 13, 2022",https://dfrac.org/en/2022/08/13/fact-check-did-president-droupadi-murmu-banned-non-vegetarian-food-inside-rashtriyaati-bhavan/,,English,,,,,,dfrac.org,,,,,,,,,,,,
Ankit Singh -,FACT CHECK: Did BJP Minister Shivraj Singh Chouhan host their party flag during the National Anthem?,A video is getting viral on Society media sites getting a lot of attention of netizens. In the video one can see that the BJP...,https://dfrac.org/wp-content/uploads/2022/08/Dfrac-flags.jpg,"August 13, 2022",https://dfrac.org/en/2022/08/14/fact-check-did-bjp-hosted-their-party-flag-instead-of-tri-color-flag-during-the-national-anthem/,,English,,,,,,dfrac.org,,,,,,,,,,,,
Mobeen Ahmad -,"Fact check: Not Raja Anangpal, but Mughal emperor Shah Jahan had built the Red Fort￼",The discussion of Mughals is always there in Indian Society. Users on Society media sites are claiming that the Red fort in Delhi was built by...,https://dfrac.org/wp-content/uploads/2022/08/delhi-red-fort-flag.jpg,"August 13, 2022",https://dfrac.org/en/2022/08/13/not-raja-anangpal-but-mughal-shah-jahan-had-built-the-red-fort/,,English,,,,,,dfrac.org,,,,,,,,,,,,
Dilshad Noor -,Fact Check: Will you now have to pay 18% GST on rent?,A claim is becoming very viral on Society media. In which it is said that now 18 percent GST will have to be paid...,https://dfrac.org/wp-content/uploads/2022/08/lkl.jpg,"August 13, 2022",https://dfrac.org/en/2022/08/13/fact-check-will-you-now-have-to-pay-18-gst-on-rent-2/,,English,,,,,,dfrac.org,,,,,,,,,,,,
Ananaya Sharma -,Fact Check: Did President Droupadi Murmu banned non-vegetarian food inside Rashtriyaati Bhavan?,"A post in the name of Draupadi Murmu, the recent president of India is going viral on Society media. People on Society media are...",https://dfrac.org/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-13-at-12.12.42-PM.jpeg,"August 13, 2022",https://dfrac.org/en/2022/08/13/fact-check-did-president-droupadi-murmu-banned-non-vegetarian-food-inside-rashtriyaati-bhavan/,Politics,English,National,twitter,no,no,yes,dfrac.org,,,,,,,,,,,,
Nisar Ahmed Siddiqui -,Are there ‘Muslim’ connections in the murder of a Hindu priest in Bihar’s Bettiah? Read Fact Check,"A priest was killed by beheading in Bettiah, Bihar. The incident is being heavily criticized on Society media. People are sharing this incident and...",https://dfrac.org/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-12-at-4.43.32-PM.jpeg,"August 12, 2022",https://dfrac.org/en/2022/08/12/muslim-connection-in-the-murder-of-a-hindu-priest-in-bihar-bettiah/,,English,,,,,,dfrac.org,,,,,,,,,,,,
